"","author","date","source","text","year","linked_progress","linked_hurt"
"314","Wong, Phil",1972-12-02,"Sun Reporter (1968-1979)","It's now been exactly one week and two days since the Academic Athletic Association has held the annual Thanksgiving Day City Football Championship for the first time in Candlestick Park.Yes it is true, my dear, nostalgic, friends that San Francisco high school football has finally reached its end by throwing in the towel to the era of the post-war babies who society now identities as today's ""Generation Gap"" by some of you so-called ""square parents.""Your average teenager of today has never heard of Commerce High School. Nor has your son or daughter ever given the thought that Mission High was once a powerhouse during the ""50's. Yet some children, will remember the Bears', 33 game losing-streak, 'til these past two seasons.The kids who listen to that junk they call music, will never know how the Turkey Day Game ever originated nor will they ever believe you that Poly Tech High School under ""Coach Milton Axt, Sr., had dominated the City Championship from 1944-53! Poly Tech?Sure enough, those were the fun times for you parents that had attended Commerce, Mission, Galileo, Poly, Washington SI, just to name a few.No matter who played on Turkey Day you'll be at Kezar. . . . Worried - free of getting beaten up or having the big boys take your carfare away. . .Just enjoying the game along with the other 55,000 -plus fans.Yes Kezar Stadium was just built for college and high school football, 'cause the fifty parking stalls then were just enough for the school administrators, officials, team buses, and just room for a press car for Al Corona, your prep-hero with the old San Francisco News. You could always rely on Al to have that front-page story about the game after having feasted on your own Thanksgiving dinner.Your children who were born between the late forties and early fifties, will they ever see a packed-house in Candlestick Park for the City High School football championship on Turkey Day?Note: Perhaps today's teens will get that chance their parents once had. Some ""old foggies"" thought Candlestick would be a disaster after the kids had left. Only had they been there, today's youth were better behaved than the fans at 49er games at Candlestick.Being tied behind this type-writer the whole afternoon. . . . attractive and charming hostess Carolyn Kruger made yours truly's Thanksgiving dinner just a little more delightful at Pierre's, after breathlessly attempting to find this prep-writer a table.","1972",0,0
"315","",1972-07-22,"Sun Reporter (1968-1979)","The Senate has voted to continue consumer protection programs for the poor, thanks in large part to early warning signals a number of Senators received from their home states.Among them was Senator Alan Cranston (D-Calif.) who, just before the current recess, introduced with Senator Edward Kennedy (D-Mass.), the successful floor amendment that authorizes $7,500,000 for new consumer action and cooperative programs under the Office of Economic Opportunity.Cranston had been alerted last May that OEO was planning to eliminate its consumer protection unit.""I must register a feeling of shock and dismay in this action by the Administration to further reduce assistance to the consumer,"" wrote Carl G. Johnson Sacramento County Executive. ""With each passing day it becomes more apparent that the consumer needs all the assistance he can get in stretching his purchasing power.""Wrote Robert Marshall, executive director of Self Help Enterpriser in Visalia: ""In our work with families....we find that they frequently fall victim to high - pressure and sometimes unscrupulous salesmen and are saddled with debts for things which they really do not need. In many cases these costs are exorbitant.""We feel that consumer protection, consumer education and prevention of fraud against consumers is an extremely important thing, especially to low-income families who have newly acquired homeownership. We are disturbed by OEO's position on consumer education...""Cranston also received a copy of a letter in which Donald Sykes, executive director of the Milwaukee Community Relations-Social Development Commission wrote Senator Gaylord Nelson of Wisconsin:""We question the rationale upon which consumer programs directly benefiting the poor are being downgraded during a period when the consumer has few resources available to him, and encourage you to do whatever you can to preserve an OEO role in consumer action and protection.""Said Senator Cranston, in introducing his amendment to OEO Senate Bill 3010: ""The problems of the poor person as a consumer of goods and services are the daily manifestations of poverty itself: poor quality goods, high prices, expensive credit, inordinate deposits, inadequate services, inconveniences, long delays, dehumanizing procedures and requirements, inaccessibility of quality facilities, services, and products, and lack of rudimentary . . ..""Photo (Senator Cranston)","1972",1,0
"316","",1972-03-04,"Sun Reporter (1968-1979)","Mexico's internationally - famous Ballet Folklorico will be presented this year in three Northern California cities by John Kornfeld Associates with the first appearance on Friday, Mar. 10, 8:30 p.m., at the Sacramento Memorial Auditorium. On Saturday, Mar. 11, 8:30 p.m., the group will perform at the San Jose Community Theatre and on March 14 will move to San Francisco's Masonic Auditorium for a seven-performance run through Mar. 19. This marks the troupe's eighth North American tour under the over-all direction of S. Hurok.Thousands of tourists have seen this great company in its home theatre The Palacio de Belles Artes in Mexico City. Founder and Director, Amalia Hernandez has built the company into one of the leading folk-dance companies in the world. There are over 1,000 costumes all very colorful and executed from designs by Dasha, Delfina Vargas and Luis Alaminos.Tickets are available by mail order only at this time. For the S.F. performance send to Sherman Clay, 141 Kearny St., S.F. (Ex-7 0717); for the San Jose performance, through the San Jose Box Office, 911 Town and Country, San Jose; for the Sacramento performance through the Civic Theater Box Office, 15th & H. Sts. (916-446-7501)","1972",0,0
"317","Heidhues, Lee Ross",1972-01-22,"Sun Reporter (1968-1979)","As de - segregation through busing continues, the problems of an explosive issue simmer.Six months have lapsed since the first yellow school buses drove from Fillmore to Treasure Island. Years of talk and paper shuffling had caused Judge Weigel to take action. He ordered integration to be achieved in June; September was the deadline.Mary Rogers, head of the Raphael Weill School Community Organization, says ""We're concerned with what's at the end of the bus ride. You want to see more than polka dot classrooms. You go to school to learn to live within the society us old foggies built.""Joan Barr works for the Human Rights Commission of San Francisco. ""Busing is only a means to an end. The community used it as a red herring. Let's face it, a lot of people are racist! Busing is nothing new. People should be asking will better education come through de - segregation.""Western Addition people would like to spend more time on improving conditions in their schools. But too much time is taken on such activities as stopping School's Superintendent Shaheen from firing all 140 bus monitors Jan. 28.San Francisco County was divided into seven zones to facilitate Judge Weigel's integration decision. Fillmore Western Addition is in Zone II with seven elementary schools.In the Fillmore educational projects were curtailed to obstensibly pay for purchases of school buses, drivers, monitors and related necessities. The Raphael Weill Community Organization lost its two year old individualized education subsidy of some $152,000.Mary Rogers scoffs at the idea that no funds are available. She steadfastly maintains there is $200,000 in excess to resurrect the Raphael Weill project and much more. She is upset that monitors will go off the buses, and thinks more funds could be released by paring down the administration end of schools.Mrs. Rogers is highly critical of Mayor Alioto. She claims he was and is not interested in seeing San Francisco schools desegregated. She points to recent Board of Education appointments by the mayor which have installed de - segregation foes as the city's top educational decision makers.Looking forward, Mrs. Rogers thoughts are mixed. In June San Francisco voters will elect a Board of Education as they did the Supervisors last November. It will be the first elected board in city history. ""In June you will have right-wing conservatives on the board and black, brown minority people can kiss it goodbye.""Mary Rogers is happy the children enjoy school somewhat oblivious to their parents goingson. Black people are increasingly interested in the quality and administration of education in San Francisco, and Mrs. Rogers says she can get as many parents as necessary involved in school activities.Eugene Hopp was recently appointed to the Board of Education and validates Mrs. Rogers' fears about the school board. Hopp has spoken out strongly against busing and says ""What we all want is good education for our children and we're not going to get it on the bus.""Hopp would rather spend desegregation monies on such activities as music and athletics. Hopp is not satisfied that Judge Weigel's de - segregation decision is the final word and has received assurances that city hall administrators are looking into the issue. Mayor Alioto's City Attorney, Thomas M. O'Connor recently made the first arguments in the U.S. Court of Appeals, as the city attempts to reverse Judge Weigel's desegregation decision.Arguments continue downtown while a group begins to assess the effects of de - segregation. The Community Service and Information Bureau works on Sutter at the NAACP headquarters. They received a $60,000 grant from HEW in Washington, D.C., to act as a third party to work out disputes between schools, parents and children, and they have one officer for each of the seven schools in Zone II. It is possible that this grant will be consumed mainly by such administrative costs.De-segregation in San Francisco has worked well as long as one looks only at integration figures and speaks with children. 39.3% of students in Zone II, encompassing Fillmore and Western Addition, Treasure Island, Pacific Heights and Chinatown, are white. The remaining 60% is divided between black and third world children.Significant forces are at work actively encouraging de-segregation but they have strong opponents in the city administration. As controversies arise, the decision maker will have to be San Francisco's 704,000 people. Article copyright Reporter Publishing Co.Photo","1972",1,0
"318","Taylor, Gina",1972-09-23,"Sun Reporter (1968-1979)","It seems to be an ongoing thing for some sisters to remark these days ""Brothers are Bad."" Not only in reference to good looks but the new-found 'Black awareness' that brothers, in growing numbers are beginning to express openly.One such 'bad brother' is Berkeley city councilman D' Army Bailey. Upon meeting Bailey, one is immediately impressed with what he's constructively doing with his blackness.At 30 years of age Bailey, who holds a law degree from Yale, has played a major role in leading Berkeley's city council into an unparalleled history of change.Since April, 1971, the council, which has three other Black members: Mayor Warren Widener, Wilmont Sweeney, and Ira Simmons, has for starters removed the U.S. flag from City Hall, permitted policemen to grow their hair, implemented child care centers, cut off funds for the Chamber of Commerce, and supported the Marijuana Initiative.Several weeks ago, Bailey introduced a resolution which condemned the use of any arm of our local, state or national government to support or protect those who are working against the interest of the people of the Republic of South Africa.Though many have labeled him a radical, Bailey considers radicalism a term that the mass media came up with. ""I consider myself a Black nationalist,"" Bailey said.Bailey doesn't feel that the Black community of Berkeley is any different than any other Black community across the nation, therefore the needs of all Black communities are basically the same. One problem is: ""Economic subjugation. Economics are controlled by whites who have no basic commitments to poor people or Third World people."" Education is also another problem. ""Education is a reflection of white culture. It is a detriment to us. Black children must be educated in a way in which education is shown as it relates to Black people. Black kids are three years behind,"" Bailey said.""You must realize that the existing political system is maintained to keep those in power,"" Bailey added.Speaking on his role in the city council, Bailey explained that he and two other Blacks on the council have a basic commitment to Black people. The two others being Mayor Warren Widener and Ira Simmons.Bailey claims that Sweeney, the fourth Black person on the council, does the bidding of the white conservatives. ""When I wanted six blacks hired in permanent jobs, he voted against it, saying it would be discrimination in hiring,"" Bailey said.Bailey stated that he is against the majority rule issues because it would prevent block voting by Blacks. The majority rule would give white people a veto power. In order for a black person to get elected he would have to get 23% of the white vote. This will create weak, wishy - washy, mealy-mouth, subservient, bootlickers like Wilmont Sweeney,"" Bailey said.Bailey is not that interested in the campaign presidential race in '72. ""There's not much difference between McGovern and Nixon. I think McGovern is basically a phony. He's got a few Blacks fronting for him in the community. The Presidency is the height of contradiction. Any Black person who is enthusiastic about the Presidential race is a fool. Nixon is certainly not interested in Black people,"" Bailey explained. At the present time a move is underway in Berkeley to recall several members of the city council and one primary target is Bailey.In a speech before the Commonwealth Club of California, Michael Culbert, editor of the Berkeley Gazette, told the businessmen: ""If Berkeley is to survive, some sort of moderation must be achieved. Two current attempts are: (1) The Berkeley Recall Committee which is initiating recall of one of the radicals; (2) The majority run-off proposition on Berkeley's Nov. 7 ballot which, if passed, would insure that minority candidates could not be elected because of splintering. However, these are only two possibilities in a wide range. Nothing will work to deter this rampant radicalism unless Berkeley's solid citizenry begins to act immediately.""So the recall efforts continue. Congressman Ron Dellums has said, according to Bailey's reliable sources, that he will . . . in neutral if only Simmons and Bailey are recalled, and that if Widener and Hancock are also recalled, he will then intervene.But it's quite likely that D' Army Bailey will be able to handle any unusual issue that confronts him. Cause 'Brothers are unusually Bad' and D'Army Bailey is no exception.Photo (D'Army Bailey)","1972",1,0
"319","Greaves, Kay",1972-04-20,"Oakland Post (1968-1981)","With appropriate ceremonies at Meltzer's Club-house last Thursday evening, 17-year-old Marvin Adams of 6425 Eastlawn Avenue, Oakland, was honored as Oakland Boy's Clubs Bey of the Year, for his achievements in school, home, club and church work.Later, in the relative privacy of the city hall, Mayor John Reading congratulated the young man and presented him with official proclamation on behalf of the citizens of Oakland, announcing National Boys Club Week.Earlier in the year, Narvin, son of Mr. and Mrs. Clayton B. Scott, was honored in eivic ceremonies at the Alameda. Boy's Club as one of five teenagers sharing the title of ""Alameda County Boy of the Year"" and the tenth annual Youth Citizenship Awards. Each was presented with a trophy and a $200 United States Savings Bond.Young Adams is one of eight children. He was active in drives on voting and sickle cell anemia and has participated in community cleanum campaigns. He is a junior leader at his boys' club.He maintains a B average in his college prep course at McClymonds High School, where he plays on the junior varsity basketball team and is active in student affairs.In declaring National Boys Club Week, Mayor Reading referred to the theme, ""Good Kids Don't Grow on Trees,"" saying that the national membership of well over 900,000 boy is ""quite a forest of youngsters.""He said the citizens of Oakland are proud of the Boys Clubs of Oakland and their material contributions to the betterment of the city.""Boys Clubs not only help combat juvenile delinquency but through their positive approach they help build juvenile decency,"" observed the mayor.Photo (AT CITY HALL - Boy of Year Marvin, Adams takes proclamation from Mayor John Reading.)","1972",0,0
"320","",1972-02-10,"Sacramento Observer (1968-1975)","Amazing how the romantic glitter of candlelight can add to a meal. Even casseroles become something really special, fit for the most important guests. When served amidst a warm friendly atmosphere, Rice-Vegetable-Tuna Bake is just the dish for evening entertaining. Here you have tender Minute Rice flavored with lemon rind, and baked with chopped broccoli and flaked tuna.This casserole has relatively few calories, contains lots of nutritious foods, and is easy on the food budget. (As delightful as entertaining is, one still pays attention to things like calories, nutrition, and economy).One - dish baked meals are an asset to today's busy hostess. She not only saves time and motion, but she's able to use familiar foods, prepare them in varied and interesting ways, and serve them with distinction.So when entertaining favorite people, don't hestitate to grace the table with a casserole by candlelight. Dishes like this Rice-Vegetable-Tuna Bake are always appropriate.RICE - VEGETABLE - TUNA-BAKE1 cup packaged enriched precooked rice1 cup boiling waterOne-half teaspoon saltOne-half teaspoon grated lemon rindThree-fourths cup mayonnaiseOne - fourth cup milk1 teaspoon prepared mustard1 package (10 oz.) 5 - minute cook frozen chopped broccoli, cooked and drained1 can (7 or 9 and one fourth oz.) tuna drained2 hard-cook eggs, guarteredPlace rice in a greased shallow one and one-half quart casserole. Stir in water, salt, and lemon rind. Combine mayonnaise, milk, and mustard. Stir into chopped broccoli.Spoon over center of rice in baking dish. Top with chunks of tuna. Cover and bake at 400 degrees for 20 minutes. Garnish with hard - cooked eggs. Makes about 3 cups tuna-chopped broccoli mixture and 2 cups rice or 4 servings.","1972",0,0
"321","",1972-01-20,"Oakland Post (1968-1981)","Two moves designed to strengthen Stanford University's affirmative action programs for minority groups and women have been announced by Vice President Robert Augsburger and Provost William F. Miller.Luis G. Nogales, assistant to President Richard W. Lyman, will succeed Robert M. Nelson, former director of personnel and employee relations, as the University affirmative action officer, serving as official liaison between the university and government agencies in this field.Arthur Bienenstock, associate professor of materials science and applied physics, will supervise faculty affirmative action programs and administer a $75,000 fund for this purpose as a member of the provost's staff.In the past, official responsibility for implementing affirmative action programs has rested entirely on the personnel department. As affirmative action officer, Nogales will seek to organize affirmative action coordinators within individual departments of the university.The resources of internal audit, personnel and legal counsel will be available to him to monitor progress, Minority employment representatives and others in the personnel department will concentrate their efforts on recruitment, training and development programs for affirmative action.Professor Bienenstock's duties will include setting up procedures with deans and department chairmen for recruitment of ethnic minority and female faculty members.He will also be responsible for reviewing procedures with deans to make certain that present classification and wage scales for women academic employees are appropriate for given individuals.REVIEW EXPECTEDIn a report announcing the appointments and outlining the affirmative action programs at Stanford, Provost Miller told the faculty senate.""It is clear we will have further review by the United States Department of Health, Education and Welfare.""HEW is obligated to review all major institutions and they have indicated we are on their list to be reviewed. The timetable for this has not yet been established. It clearly depends on their workload at other institutions.""Past experience indicates they will search out inequities in pay or advancement in female and ethnic minority faculty and they will demand the hiring of more female and minority faculty. They may, for instance, demand that a fixed percentage of all new hires be minorities or women. How we meet the demands will depend on the form of their proposals....""We are enthusiastic about the ideals of the affirmative action program, but we are also anxious to maintain the academic quality of the faculty.""We believe that both of these goals are possible with careful planning and activity. There are increasing numbers of outstanding minority faculty and women available. The competition is very severe. For this reason, we believe that aggressive searches at the departmental level for outstanding candidates must be the most important part of this program.""CLARIFIES A POINTDiscussing how the $75,000 affirmative action fund could be used to help meet this objective, he noted that ""a department may see an outstanding candidate now, but not have an opening for a year because that is when the oldest faculty member retires. The fund could be used to pay part or perhaps all of the salary"" for an affirmative action appointment in the interim.","1972",1,0
"322","",1972-01-29,"Sun Reporter (1968-1979)","About 20 minutes from San Francisco taking the McArthur Freeway to the Edward's Street turn-off will bring you to a real groovy little spot in East Oakland known as the New Royce Night Club (formerly the Elbow Room, named because when filled to its capacity only elbow room exists).Currently appearing at the club is Dawn and Sunset, a musical trio composed of Timmy Jones on organ, Virgil Rucker on drums and Don Thompson on the guitar.They are a real soulful unit and from their Saturday night performance they appear to have fully mastered the technique of power-packing each song with the maximum in kinetic energy. They seem more into the idea of entertaining their audiences as opposed to just performing for the sake of performance.Don Thompson (apparently the leader), draped in a fur coat, and hugging his guitar most of the time as if it was human, did most of the vocals and the emceeing. Virgil harmonized with him on several of the tunes. Thompson sings in a low and sometimes high crisp sounding voice and he plays his guitar with spirit. His guitar's introductions to songs (especially ""Soul Man"") were usually single note solos followed by twanging chords.Timmy Jones tends to throw many effects into his accompanies and solos (including some of Jimmy Smith's tricks), but he's a good organist and plays with a solid beat and does yeoman footwork. His playing was powerful and inventive yet unobtrusive, doing all sorts of interesting things behind Don and Rucker's singing but not drawing any attention away from them.Virgil Rucker keeps the time here it should be at throughout a tune doing a splendid job with his rhythm. It was a pleasure to listen to his musical dialogue with Don. He not only drives the trio but his playing is sometimes so sensitive and musical that he seems to be reading Don and Jones' minds.I really dug their 15 minute version of ""The Love We Had."" It was so moving, it brought every couple in the house to the dance floor.In talking with Don after the gig, I discovered they have been together for two and a half years and half of that time, they have been featured at the New Royce Club. They have a recording that was released last month on the D T & V Label.They are an exciting trio, and if you like good music to dance to and a cozy little place to dance in, you'll like Dawn and Sunset and the New Royce Club. And so will your dancing friends.Photo (Don Thompson He does most of the vocals and the emceeing.)","1972",0,0
"323","",1972-06-22,"Sacramento Observer (1968-1975)","Concluding a nationwide search for new district leadership, the Del Paso Heights School District Board of Education has named Dr. Charles W. Townsel to be its new Superintendent. Action to name Dr. Townsel to the post came at the Board's regular June 19th meeting which was attended by numerous District employees and residents.Townsel, 38, comes to the Del Paso Heights School District from the East Lansing, Michigan, Public Schools where he served as an elementary principal. Before joining the East Lansing schools, he served the Pontiac, Michigan, schools as a principal and as an assistant superintendent. He has also been an elementary school teacher and a high school science teacher and counselor.During the 1971-72 school year, he studied school administration under a Rockefeller Foundation Grant in the San Francisco City and San Diego City School Districts, and is currently concluding that year in a two-week study session in Washington, D. C.Currently, Townsel is a member of several professional organizations and has been honored by the Detroit Urban League and Pontiac Human Relations Council for his work in education. In addition, he was presented the Principal Of The Year Award in 1967.He has authored two articles dealing with ""The Enhancements of Positive Self - Concepts in an Elementary School,"" and ""Self Concept and Mental Ability in Disadvantaged Elementary School Children."" His doctoral dissertation dealth with SELF CONCEPT AND MENTAL HEALTH AS A FUNCTION OF ACADEMIC ACHIEVEMENT.Dr. Townsel is active in national educational affairs and currently serves as Chairman of the Equality in Education Committee of the Association For Supervision and Curriculum Development.Townsel earned a bachelor's degree in 1953 from Alabama State University, and a master's degree in 1960 from the University of Michigan. He earned his doctorate in 1970 in educational administration and supervision from Michigan State University.Mrs. Essie M. Brown, Del Paso Heights' Board President, reported that ""the Board is in unanimous accord and very pleased at obtaining the services of Dr. Townsel."" She also reported that the Del Paso Heights' community members had indicated their ""pleasure and confidence in the Board's choice,"" of an administrator to fill the District's top leadership position.According to Dr. John E. Moore, Assistant County Superintendent of Schools, who has served as interim Superintendent of the District since March 1, Dr. Townsel is expected to assume his new duties July 17. Townsel replaces former superintendent Dr. William L. Fowler who resigned at the end of February.","1972",0,0
"324","Berkley, Thomas L",1972-06-08,"Oakland Post (1968-1981)","Post-Primary AnalysitsFor the last 10 days things have been more than hectic around the office of The POST. It was just about the 25th of May that I belatedly accepted an invitation to become cochairman for Senator Hubert H. Humphrey's California campaign. Of course, I didn't have to do that. I could have stood on the sidelines and waited, like a lot of my friends did, especially after it was obvious that there was a great groundswell for the McGovern forces and that Senator George McGovern was without a doubt the frontrunner at that stage of the campaign. I couldn't do this because I have had a long and continuous association with Senator Humphrey, and an understanding of his great record in the field of Civil Rights and his identification with Black and brown people. Besides that, a man doesn't always fight to win. He fights for what he believes and in an effort to establish a posture for the future. I suppose if I had followed the admonition of many of the workers at The POST--and there were many McGovernites here--I could have easily been on the winning side and been in Los Angeles this week whooping it up with the heady McGovern victors. But as my grandmother used to say, ""all sickness isn't death."" The race is not always to the swift but to him that endureth to the end. Enduring to the end means two more hurdles for any person seeking office who has been possessed by Pootomac fever--one, the Democratic National Convention in Miami and two, the ultimate test in November when the parties clash headon.That Certain FeelingI have no personal regrets for my obviously partisan activity during the primary. I have had the opportunity in the past to enjoy the excitement of an under-dog victory in the Democratic primary. Such was my opportunity when I was co-chairman of Pierre Salinger's campaign against Alan Cranston in a knock, down-dragout Democratic primary six years ago. Salinger won that one against all odds and was later appointed Senator by then-Governor Pat Brown upon the death of then-incumbent Senator Clair Engle. I remember, too, in 1968 when Bobby Kennedy came out of Oregon suffering a humiating defeat and asked me to co-chair his campaign in Northern California. Here again we were against what appeared to be insurmoutable odds but were able to win the 1968 California delegation. We went to the Democratic Convention in Chicago without our leader, but the momentary thrill of victory is still well remembered.Problem of Closing RanksSenator McGovern's highest emotional satisfacion will come in the next couple of days when the full reality of what he has done and what he must do between now and the convention hits him. He is without a doubt the Democratic frontrunner. His organization worked harder, was better organized and had more money. But he must realize that he has only about 45% of the popular Democratic vote tentatively committed to him through his primary victories. To come out of Miami as the candidate, he will first have to make his peace with Big Labor, which won't be easy since he has voted for ""right to work"" legislation.Secondly, he will have to compromise his position in order to pick up the support of his fallen comrades, including New York Mayor John Lindsay, Senator Humphrey and Senator Edmund Muskie. Thirdly, McGovern will have to convince his organization that in making the necessary compromises, the is not breaking the high-sounding promises that were so appealing to the middle-class suburbanites and to the young people who are making such a strong contribution to his campaign. They would not have an easy relationship with a Southerner on the ticket as Vice President, something McGovern may well have to consider as he grapples with the problem of Governor George Wallace, who on foot and in hospital bed has been able to secure his position as the number 2 delegate holder in the Democratic Party.Wallace will be hard-headed, pragmatic and demanding, and has the ability to carry his vote to President Nixon in November. Undoubtedly, he will be the toughest broker of power at the convention, and his votes are probably more tightly identified with him than are any other candidate's votes. Lastly, it is hard to predict at this time what McGovern will do in order to woo the center-city Chicano and Black vote and to bring them into his camp in sufficient numbers to insure the kind of Democratic unity that will be needed in order for him to defeat Nixon.The 'Last Hurrahs'Meanwhile, it is obvious that President Nixon will not be sitting on his hands while all these maneuvers are being carried out by the Democratic contender, whoever he may be. It should be remembered by all of us that these are just the ""last hurrahs"" of the first stage of a three phase battle for the biggest prize of them all, the Presidency of the United States.Photo (Tom Berkley)","1972",1,0
"325","",1972-07-22,"Sun Reporter (1968-1979)","Lincoln High School parents, students, teachers, and interested citizens are urged to attend a special meeting regarding the school's accreditation and current situation as well as meet the school's new principal, Mr. Preston Roney, and viceprincipal, Mr. Marlin Fox-Worth Thursday, July 20 at 7:30 p.m., in the Lincoln High School Library.The meeting will include a five member panel report from two parents, two students, and a teacher; remarks by the new principal; and a question-answer session from the audience.The panel comprises those persons who have been part of the steering committee which has been meeting during the past month to help solve and resolve the school's recent problems. They include students, Leslie Johnson and Thaddeus Watkins; teacher, Mrs. Claire Dunn; and parents, Mrs. Rosina Bolden and Mrs. Barbara Sterios Mr. Herb Heinig, a teacher at the school, will be the moderator for the meeting.","1972",0,0
"326","",1972-12-02,"Sun Reporter (1968-1979)","Exhibit IX, mixed media drawings and paintings by Stockton Black artist Larry Walker opened Sunday at the Rainbow Sign Gallery and the show will continue until January 21, 1973.Larry Walker was born in Franklin, Georgia. He began his art education in high school at the Special High School of Music and Art in New York City. He earned his Bacheloy Degree in art education and his Master of Art in drawing and painting from Wayne State University, Detroit, Michigan. He is presently Professor of Art at the University of the Pacific in Stockton.Walker has received many grants and awards yearly since 1955 among them the Pacific Family Award for outstanding teaching services in 1968 and a travel and painting grant to Guadalajara, Mexico. The most recent award he received in recognition award he received in recognition of his art was an honorable mention at the California State Wxposition in 1972.His work appears in collections in Washington, DC, California, Detroit, New York City, Cincinnate, The Pioneer Museum and Haggin Art Galleries in Stockton, and at the Oakland Museum.As Larry Walker is also a teacher . . . has given many lectures and demonstrations on his work and on children's art. A favorite subject of his is ""Important Beginnings for The Black Child."" In conjunction with this interest, he brought a number of students from Stockton to the Bay Area to view the Black Art scene.Larry Walker's work speaks to the needs, concerns and moods of the day. He is actively working toward the development of his community with students and civic organizations.Photo (Larry Walker His work speaks to the need.)","1972",0,0
"327","",1972-09-16,"Sun Reporter (1968-1979)","With the more versatile fashion looks, it seemed only a matter of time before the hair wardrobe was fully developed. Says Charles Reuben, designer for Summit Afrylic Wigs, ""The Black woman will have an easier time achieving new and interesting hair styles with the PUFFY wigs.Mr. Reuben enjoys the unique status of being the only Black wig designer in the country. And Summit is the only Black-owned company making wigs for Black women. Together, they act as a team loyal to the idea of providing Black women with the kind of products they need.According to Mr. Rueben, hairpieces serve a dual purpose. Because of the difficult nature of a Black woman's hair, hairpieces take the struggle out of standing before a mirror for hours creating interesting hairdos or costly sessions at the hairdresser. They also act as a fashion accessory, like the right belt you would wear with pants or sweaters. Mr. Reuben's ""hairpiece wardrobe"" is intended to accomplish these things.It consists of a Dome Curlette which is placed at the crown of head, Afro Puffs and Curly Puffs which can be worn together or separately and run the gamut from casual to dressy. All three combined can give an endless variety of looks every day, 7 days a week, with a flick of the brush.Hair styles with a difference can be easily created with CURLY PUFFS Wear them---one over the other for a cascade effect.All of Summit's hairpieces are made of a unique fiber called Afrylic, a modacrylic fiber especially designed to simulate a Black woman's hair. Each comes with a 60-day warranty and complete care and washing instructions. A choice of five colors is available -- Black, Off Black, Dark Brown, Chestnut Brown and Auburn.CURLY PUFFS, so versatile, they've been called the ""hair piece wardrobe."" Soft, bouncy clusters of curls that go from casual wear to dress-up with a brush. Wear them paired or individually as pictured to feel cool, lovely and comfortable.Soft, bouncy loops of curls go from the casual to the romantic with a brush of the hair.Invent your individual look. They come two to a package and can be worn singly or paired. Available in blacks, browns and auburn.Photo","1972",0,0
"328","",1972-11-08,"Oakland Post (1968-1981)","OAKLAND--At POST presstime on Tuesday morning, November 7, only one thing was certain about Election Day, 1972.And that was that millions of voters -- many of them for the first time--were entering polling booths to register their choice on candidates and issues.In California 86 percent of the state's 10.4 million registered voters were expected to cast ballots, according to an estimate by Secretary of State Edmund G. Brown Jr. The nation's largest bloc of electoral votes--45--would go to the Presidential candidate of their choice.Last-minute national predictions ranged from a ""little"" to a huge landslide for President Nixon. One French newspaper said he would capture 48 states.Supporters of Senator George McGovern were hoping for a ""miracle"" wherein enough populous states would swing sufficient electoral votes to the Democratic challenger to send him to the White House even if he failed to get the highest popular vote.On election eve McGovern supporters were still discounting the polls, noting that virtually all of McGovern's early primary victories had been upsets and recalling President Harry Truman's surprise election in 1948 when Republican Thomas Dewey was considered a ""shoo-in"" and his victory not only predicted but actually announced.McGovern aides were expecting their candidate to capture most first-time votes, pointing out that a substantial majority of new voters had registered Democratic because ""they intended to vote Democratic.""It was also recalled that ""90 percent of new registrants vote"" -- much higher percentage than among old-timers, many of whom were expected to ""sit this one out.""Some observers expected a huge election turnout because of the more than 10 million new registrations since last spring. There were other predictions that while the number of votes cast might be the most ever, the percentage of registered voters going to the polls could very well follow the declining pattern of the past three Presidential elections.California's importance in the final returns was dramatized by both candidates, with President Nixon's election eve address coming from the Western White House and Senator McGovern returning for a final rally in Long Beach.There was general agreement, also, that the next House of Representatives would number among its 435 members three Black Congresswomen with Yvonne Brathwaite Burke of Los Angeles and Barbara Jordan of Texas joining a reelected Shirley Chisholm.","1972",0,0
